PPVuse,Abundance,Species
NA,0.064787284,Phycomyces blakesleeanus
NA,0.064090635,Malassezia globosa
NA,0.063383638,Malassezia restricta
NA,0.063176673,Melampsora larici-populina
NA,0.062514842,Malassezia globosa
NA,0.06201259,Trametes versicolor
NA,0.061914643,Pseudogymnoascus destructans
NA,0.061741384,Malassezia globosa
NA,0.06134246,Melampsora larici-populina
NA,0.061320854,Malassezia globosa
NA,0.06110203,Malassezia globosa
NA,0.060105357,Melampsora larici-populina
NA,0.060027067,Aspergillus heteromorphus
NA,0.059541253,Malassezia restricta
NA,0.059194764,Malassezia globosa
NA,0.059066276,Penicillium rubens
NA,0.059035749,Malassezia globosa
NA,0.058992733,Melampsora larici-populina
NA,0.058978467,Trametes versicolor
NA,0.058747386,Malassezia globosa
NA,0.05857397,Sugiyamaella lignohabitans
NA,0.058180471,Malassezia globosa
NA,0.058007291,Phycomyces blakesleeanus
NA,0.057426745,Malassezia globosa
NA,0.057344633,Ramularia collo-cygni
NA,0.056994819,Sugiyamaella lignohabitans
NA,0.056677437,Malassezia globosa
NA,0.056515266,Trametes versicolor
NA,0.056503782,Sugiyamaella lignohabitans
NA,0.056263074,Malassezia globosa
NA,0.056152089,Melampsora larici-populina
NA,0.056061732,Aspergillus heteromorphus
NA,0.055782198,Melampsora larici-populina
NA,0.055266365,Malassezia globosa
NA,0.055256825,Pseudogymnoascus destructans
NA,0.055107709,Malassezia globosa
NA,0.054961073,Malassezia restricta
NA,0.054433041,Aspergillus heteromorphus
NA,0.054326475,Malassezia globosa
NA,0.054149436,Malassezia globosa
NA,0.054132847,Sugiyamaella lignohabitans
NA,0.053513428,Melampsora larici-populina
NA,0.053427359,Trametes versicolor
NA,0.053249386,Malassezia globosa
NA,0.053170359,Pseudogymnoascus destructans
NA,0.052708467,Pseudogymnoascus destructans
NA,0.052643509,Penicillium rubens
NA,0.052561122,Pseudogymnoascus destructans
NA,0.052362525,Trametes versicolor
NA,0.051937096,Melampsora larici-populina
NA,0.051872075,Sugiyamaella lignohabitans
NA,0.051849841,Malassezia globosa
NA,0.051783784,Malassezia globosa
NA,0.051760534,Pseudogymnoascus destructans
NA,0.051671453,Aspergillus heteromorphus
NA,0.051524021,Sugiyamaella lignohabitans
NA,0.051368528,Aspergillus heteromorphus
NA,0.051012301,Aspergillus heteromorphus
NA,0.050756677,Pseudogymnoascus destructans
NA,0.050455292,Pseudogymnoascus destructans
NA,0.050210775,Pseudogymnoascus destructans
NA,0.050185521,Malassezia globosa
NA,0.049865759,Trametes versicolor
NA,0.049485517,Malassezia globosa
NA,0.049421635,Pseudogymnoascus destructans
NA,0.049149272,Malassezia globosa
NA,0.04855225,Malassezia globosa
NA,0.048140292,Pseudogymnoascus destructans
NA,0.048001969,Malassezia globosa
NA,0.047929757,Malassezia globosa
NA,0.047825012,Malassezia restricta
NA,0.047586199,Sugiyamaella lignohabitans
NA,0.047496411,Sugiyamaella lignohabitans
NA,0.047480982,Phycomyces blakesleeanus
NA,0.047343568,Ramularia collo-cygni
NA,0.047318395,Malassezia globosa
NA,0.047005685,Penicillium rubens
NA,0.046982237,Aspergillus heteromorphus
NA,0.046928258,Pseudogymnoascus destructans
NA,0.046916511,Malassezia globosa
NA,0.046410611,Malassezia globosa
NA,0.045997685,Malassezia globosa
NA,0.04578125,Malassezia globosa
NA,0.045718072,Aspergillus heteromorphus
NA,0.045673768,Malassezia globosa
NA,0.045352575,Sugiyamaella lignohabitans
NA,0.045328633,Malassezia restricta
NA,0.045293199,Malassezia globosa
NA,0.045062062,Malassezia restricta
NA,0.045005111,Malassezia globosa
NA,0.044898486,Aspergillus heteromorphus
NA,0.044547559,Malassezia globosa
NA,0.044359289,Aspergillus heteromorphus
NA,0.044084503,Malassezia restricta
NA,0.043969175,Melampsora larici-populina
NA,0.043867847,Malassezia globosa
NA,0.043817592,Pseudogymnoascus destructans
NA,0.042810881,Trametes versicolor
NA,0.042682788,Malassezia restricta
NA,0.042631875,Malassezia restricta
NA,0.042540288,Melampsora larici-populina
NA,0.042501943,Malassezia globosa
NA,0.042221007,Penicillium rubens
NA,0.042141109,Pseudogymnoascus destructans
NA,0.042036251,Phycomyces blakesleeanus
NA,0.041880342,Pseudogymnoascus destructans
NA,0.041829179,Sugiyamaella lignohabitans
NA,0.041518339,Pseudogymnoascus destructans
NA,0.041514815,Melampsora larici-populina
NA,0.041468304,Pseudogymnoascus destructans
NA,0.040958324,Pseudogymnoascus destructans
NA,0.040749252,Sugiyamaella lignohabitans
NA,0.040652834,Malassezia globosa
NA,0.040249145,Malassezia restricta
NA,0.040229153,Pseudogymnoascus destructans
NA,0.040212687,Sugiyamaella lignohabitans
NA,0.040171647,Melampsora larici-populina
NA,0.039590737,Malassezia restricta
NA,0.03947711,Phycomyces blakesleeanus
NA,0.039209171,Penicillium rubens
NA,0.039062729,Sugiyamaella lignohabitans
NA,0.039031098,Malassezia globosa
NA,0.03865216,Pseudogymnoascus destructans
NA,0.038582012,Malassezia globosa
NA,0.038546585,Pseudogymnoascus destructans
NA,0.038498946,Trametes versicolor
NA,0.038221931,Trametes versicolor
NA,0.038068842,Phycomyces blakesleeanus
NA,0.037879527,Malassezia restricta
NA,0.037833791,Aspergillus heteromorphus
NA,0.037644311,Trametes versicolor
NA,0.037506179,Trametes versicolor
NA,0.037356761,Penicillium rubens
NA,0.037251656,Malassezia globosa
NA,0.036915778,Pseudogymnoascus destructans
NA,0.036553989,Aspergillus heteromorphus
NA,0.036455886,Aspergillus heteromorphus
NA,0.036450031,Melampsora larici-populina
NA,0.036392417,Penicillium rubens
NA,0.036375318,Melampsora larici-populina
NA,0.03614378,Melampsora larici-populina
NA,0.035946644,Penicillium rubens
NA,0.035878748,Malassezia globosa
NA,0.035636749,Melampsora larici-populina
NA,0.035597381,Malassezia globosa
NA,0.03548879,Phycomyces blakesleeanus
NA,0.035438749,Trametes versicolor
NA,0.035187489,Trametes versicolor
NA,0.035058054,Aspergillus heteromorphus
NA,0.034904757,Malassezia restricta
NA,0.0346931,Malassezia restricta
NA,0.034425995,Trametes versicolor
NA,0.034423091,Melampsora larici-populina
NA,0.034381207,Melampsora larici-populina
NA,0.034322679,Melampsora larici-populina
NA,0.034046491,Pseudogymnoascus destructans
NA,0.033947607,Trametes versicolor
NA,0.033924018,Trametes versicolor
NA,0.033845119,Melampsora larici-populina
NA,0.03383151,Malassezia restricta
NA,0.033596402,Melampsora larici-populina
NA,0.033589389,Penicillium rubens
NA,0.033573844,Pseudogymnoascus destructans
NA,0.033435063,Melampsora larici-populina
NA,0.033423274,Penicillium rubens
NA,0.033422997,Melampsora larici-populina
NA,0.033250676,Malassezia globosa
NA,0.033223906,Melampsora larici-populina
NA,0.033154774,Aspergillus heteromorphus
NA,0.033116124,Malassezia globosa
NA,0.033091027,Penicillium rubens
NA,0.032987599,Penicillium rubens
NA,0.032759146,Trametes versicolor
NA,0.032333673,Malassezia restricta
NA,0.032219773,Trametes versicolor
NA,0.032180466,Malassezia restricta
NA,0.032141912,Sugiyamaella lignohabitans
NA,0.032041866,Malassezia globosa
NA,0.03167364,Malassezia globosa
NA,0.031554395,Trametes versicolor
NA,0.031522842,Melampsora larici-populina
NA,0.031480482,Sugiyamaella lignohabitans
NA,0.03101305,Melampsora larici-populina
NA,0.030812374,Pseudogymnoascus destructans
NA,0.030777317,Trametes versicolor
NA,0.030723385,Pseudogymnoascus destructans
NA,0.030693237,Trametes versicolor
NA,0.030602495,Pseudogymnoascus destructans
NA,0.030501269,Aspergillus heteromorphus
NA,0.030460271,Trametes versicolor
NA,0.030279986,Melampsora larici-populina
NA,0.030246114,Aspergillus heteromorphus
NA,0.030142098,Pseudogymnoascus destructans
NA,0.030029817,Aspergillus heteromorphus
NA,0.030008436,Malassezia restricta
NA,0.029931783,Malassezia globosa
NA,0.029792746,Malassezia globosa
NA,0.029662534,Trametes versicolor
NA,0.029648377,Aspergillus heteromorphus
NA,0.029636625,Aspergillus heteromorphus
NA,0.029528158,Malassezia globosa
NA,0.029209214,Pseudogymnoascus destructans
NA,0.029083689,Penicillium rubens
NA,0.02894513,Trametes versicolor
NA,0.028891749,Trametes versicolor
NA,0.028767551,Melampsora larici-populina
NA,0.028543645,Aspergillus heteromorphus
NA,0.028368733,Aspergillus heteromorphus
NA,0.028171102,Trametes versicolor
NA,0.028081728,Sugiyamaella lignohabitans
NA,0.028035842,Sugiyamaella lignohabitans
NA,0.02769729,Aspergillus heteromorphus
NA,0.027653037,Phycomyces blakesleeanus
NA,0.027368796,Trametes versicolor
NA,0.027296075,Aspergillus heteromorphus
NA,0.027244201,Aspergillus heteromorphus
NA,0.027239173,Trametes versicolor
NA,0.027152046,Trametes versicolor
NA,0.027089624,Pseudogymnoascus destructans
NA,0.027032472,Trametes versicolor
NA,0.026952728,Aspergillus heteromorphus
NA,0.026924381,Malassezia restricta
NA,0.026889293,Sugiyamaella lignohabitans
NA,0.026741434,Melampsora larici-populina
NA,0.026678908,Malassezia restricta
NA,0.026440615,Pseudogymnoascus destructans
NA,0.026406814,Pseudogymnoascus destructans
NA,0.02623057,Melampsora larici-populina
NA,0.026138569,Trametes versicolor
NA,0.025916157,Trametes versicolor
NA,0.02590884,Phycomyces blakesleeanus
NA,0.025876099,Pseudogymnoascus destructans
NA,0.025848142,Pseudogymnoascus destructans
NA,0.025812481,Malassezia restricta
NA,0.025794855,Penicillium rubens
NA,0.025706215,Pseudogymnoascus destructans
NA,0.025683105,Penicillium rubens
NA,0.025498435,Sugiyamaella lignohabitans
NA,0.025454218,Melampsora larici-populina
NA,0.025388946,Trametes versicolor
NA,0.025281744,Phycomyces blakesleeanus
NA,0.025270549,Malassezia globosa
NA,0.025190259,Pseudogymnoascus destructans
NA,0.025185972,Aspergillus heteromorphus
NA,0.025000568,Phycomyces blakesleeanus
NA,0.024961948,Aspergillus heteromorphus
NA,0.024943864,Aspergillus heteromorphus
NA,0.024941622,Malassezia globosa
NA,0.024924643,Penicillium rubens
NA,0.024922226,Aspergillus heteromorphus
NA,0.024909263,Trametes versicolor
NA,0.024855431,Penicillium rubens
NA,0.024850948,Penicillium rubens
NA,0.024686334,Phycomyces blakesleeanus
NA,0.024548745,Aspergillus heteromorphus
NA,0.024499295,Trametes versicolor
NA,0.024349359,Melampsora larici-populina
NA,0.024261269,Malassezia globosa
NA,0.023861829,Trametes versicolor
NA,0.023760443,Melampsora larici-populina
NA,0.023745388,Trametes versicolor
NA,0.023717702,Malassezia globosa
NA,0.023698322,Penicillium rubens
NA,0.023524942,Aspergillus heteromorphus
NA,0.023519904,Malassezia globosa
NA,0.023507889,Pseudogymnoascus destructans
NA,0.023445035,Trametes versicolor
NA,0.023227843,Penicillium rubens
NA,0.023118665,Sugiyamaella lignohabitans
NA,0.02305607,Trametes versicolor
NA,0.02297554,Penicillium rubens
NA,0.022959082,Aspergillus heteromorphus
NA,0.022944939,Phycomyces blakesleeanus
NA,0.022901581,Pseudogymnoascus destructans
NA,0.022895853,Melampsora larici-populina
NA,0.02278816,Melampsora larici-populina
