PPVuse,Abundance,Species
NA,0.265525985,Streptococcus pneumoniae
NA,0.263723615,Haemophilus influenzae
NA,0.260400616,Moraxella nonliquefaciens
NA,0.260276523,Streptococcus pneumoniae
NA,0.259275445,Moraxella nonliquefaciens
NA,0.259126393,Corynebacterium simulans
NA,0.257786278,Streptococcus pneumoniae
NA,0.255855764,Haemophilus influenzae
NA,0.25325692,Moraxella nonliquefaciens
NA,0.252768823,Cutibacterium acnes
NA,0.25166922,Streptococcus mitis
NA,0.251148527,Escherichia coli
NA,0.250303856,Streptococcus pneumoniae
NA,0.249708587,Streptococcus pneumoniae
NA,0.249539847,Moraxella catarrhalis
NA,0.24907343,Escherichia coli
NA,0.246754741,Escherichia coli
NA,0.245627141,Cutibacterium acnes
NA,0.245427684,Streptococcus pneumoniae
NA,0.244807446,Streptococcus pneumoniae
NA,0.244490748,Streptococcus pneumoniae
NA,0.243433189,Moraxella catarrhalis
NA,0.243396852,Streptococcus pneumoniae
NA,0.242722209,Cutibacterium acnes
NA,0.241502144,Streptococcus pneumoniae
NA,0.238753675,Streptococcus pneumoniae
NA,0.237096343,Moraxella nonliquefaciens
NA,0.236375391,Prevotella nanceiensis
NA,0.23600056,Haemophilus influenzae
NA,0.234628966,Moraxella nonliquefaciens
NA,0.233406661,Haemophilus influenzae
NA,0.232700732,Streptococcus pneumoniae
NA,0.23209341,Streptococcus pneumoniae
NA,0.231409219,Cutibacterium acnes
NA,0.231059503,Moraxella catarrhalis
NA,0.230767305,Prevotella melaninogenica
NA,0.229051865,Moraxella nonliquefaciens
NA,0.228547143,Corynebacterium simulans
NA,0.228297649,Moraxella catarrhalis
NA,0.226968203,Cutibacterium acnes
NA,0.2251425,Streptococcus pneumoniae
NA,0.223150289,Prevotella nanceiensis
NA,0.222424269,Corynebacterium simulans
NA,0.222161432,Cutibacterium acnes
NA,0.219514282,Streptococcus pneumoniae
NA,0.218400465,Moraxella catarrhalis
NA,0.218013807,Cutibacterium acnes
NA,0.217600826,Streptococcus pneumoniae
NA,0.217381704,Escherichia coli
NA,0.217380229,Cutibacterium acnes
NA,0.216406643,Streptococcus pneumoniae
NA,0.215942124,Prevotella nanceiensis
NA,0.213996735,Cutibacterium acnes
NA,0.213088465,Cutibacterium acnes
NA,0.212936423,Escherichia coli
NA,0.212171482,Corynebacterium simulans
NA,0.210621683,Moraxella nonliquefaciens
NA,0.209254261,Escherichia coli
NA,0.208817693,Corynebacterium simulans
NA,0.208247353,Moraxella nonliquefaciens
NA,0.208215665,Moraxella nonliquefaciens
NA,0.208208756,Escherichia coli
NA,0.207278925,Corynebacterium simulans
NA,0.205664394,Moraxella nonliquefaciens
NA,0.205313104,Cutibacterium acnes
NA,0.205205683,Cutibacterium acnes
NA,0.205149394,Streptococcus pneumoniae
NA,0.204921236,Moraxella catarrhalis
NA,0.204290638,Moraxella catarrhalis
NA,0.20369155,Prevotella melaninogenica
NA,0.203230014,Moraxella catarrhalis
NA,0.20201125,Streptococcus mitis
NA,0.2011565,Streptococcus pneumoniae
NA,0.200495691,Moraxella nonliquefaciens
NA,0.199055368,Cutibacterium acnes
NA,0.196987235,Moraxella catarrhalis
NA,0.196343516,Moraxella nonliquefaciens
NA,0.193589483,Moraxella nonliquefaciens
NA,0.192980833,Escherichia coli
NA,0.192975437,Streptococcus pneumoniae
NA,0.19265074,Moraxella catarrhalis
NA,0.192451469,Haemophilus influenzae
NA,0.189587848,Cutibacterium acnes
NA,0.188901751,Corynebacterium simulans
NA,0.187667126,Streptococcus pneumoniae
NA,0.186819487,Cutibacterium acnes
NA,0.186608833,Escherichia coli
NA,0.185291208,Haemophilus influenzae
NA,0.184634354,Streptococcus pneumoniae
NA,0.184451496,Cutibacterium acnes
NA,0.180610311,Moraxella catarrhalis
NA,0.180109903,Moraxella nonliquefaciens
NA,0.178331127,Moraxella catarrhalis
NA,0.176559561,Corynebacterium simulans
NA,0.176389265,Haemophilus influenzae
NA,0.175793042,Cutibacterium acnes
NA,0.175212412,Escherichia coli
NA,0.174563897,Prevotella melaninogenica
NA,0.17306118,Streptococcus pneumoniae
NA,0.172276459,Cutibacterium acnes
NA,0.171022871,Streptococcus pneumoniae
NA,0.170971895,Escherichia coli
NA,0.170598429,Streptococcus pneumoniae
NA,0.170501161,Cutibacterium acnes
NA,0.170447531,Moraxella catarrhalis
NA,0.17038567,Streptococcus pneumoniae
NA,0.168251115,Escherichia coli
NA,0.16682384,Escherichia coli
NA,0.16673174,Haemophilus influenzae
NA,0.164099403,Corynebacterium simulans
NA,0.162888564,Moraxella nonliquefaciens
NA,0.161460697,Streptococcus pneumoniae
NA,0.161335713,Moraxella catarrhalis
NA,0.161227419,Cutibacterium acnes
NA,0.160270455,Streptococcus pneumoniae
NA,0.159350525,Cutibacterium acnes
NA,0.158708018,Streptococcus pneumoniae
NA,0.158093306,Moraxella catarrhalis
NA,0.158027224,Escherichia coli
NA,0.157544346,Escherichia coli
NA,0.157515146,Prevotella melaninogenica
NA,0.157346042,Escherichia coli
NA,0.156256884,Prevotella melaninogenica
NA,0.155567013,Escherichia coli
NA,0.15538267,Streptococcus pneumoniae
NA,0.155376388,Moraxella nonliquefaciens
NA,0.15525192,Cutibacterium acnes
NA,0.154676678,Streptococcus pneumoniae
NA,0.154512406,Moraxella catarrhalis
NA,0.154350219,Haemophilus influenzae
NA,0.154002384,Cutibacterium acnes
NA,0.153173188,Streptococcus mitis
NA,0.15313034,Streptococcus pneumoniae
NA,0.151644237,Escherichia coli
NA,0.148904399,Streptococcus pneumoniae
NA,0.148053037,Corynebacterium simulans
NA,0.147673085,Escherichia coli
NA,0.14748323,Escherichia coli
NA,0.147083985,Streptococcus pneumoniae
NA,0.147025256,Streptococcus pneumoniae
NA,0.146430676,Streptococcus pneumoniae
NA,0.145441835,Cutibacterium acnes
NA,0.14533791,Streptococcus pneumoniae
NA,0.144439937,Streptococcus pneumoniae
NA,0.144215492,Streptococcus pneumoniae
NA,0.144085921,Cutibacterium acnes
NA,0.144041494,Escherichia coli
NA,0.143310299,Streptococcus pneumoniae
NA,0.143092444,Haemophilus influenzae
NA,0.142555298,Escherichia coli
NA,0.141891001,Prevotella nanceiensis
NA,0.14175139,Corynebacterium simulans
NA,0.141100904,Streptococcus pneumoniae
NA,0.139863586,Streptococcus pneumoniae
NA,0.139551192,Cutibacterium acnes
NA,0.139180657,Moraxella catarrhalis
NA,0.138844675,Streptococcus pneumoniae
NA,0.138834587,Escherichia coli
NA,0.137850297,Haemophilus influenzae
NA,0.137494368,Streptococcus pneumoniae
NA,0.137075175,Haemophilus influenzae
NA,0.136571089,Cutibacterium acnes
NA,0.136508643,Moraxella catarrhalis
NA,0.136165973,Cutibacterium acnes
NA,0.135963272,Cutibacterium acnes
NA,0.135876992,Moraxella catarrhalis
NA,0.135176496,Moraxella nonliquefaciens
NA,0.134983256,Moraxella catarrhalis
NA,0.133894556,Moraxella catarrhalis
NA,0.132199178,Moraxella nonliquefaciens
NA,0.132108533,Corynebacterium simulans
NA,0.131346465,Cutibacterium acnes
NA,0.130696958,Moraxella catarrhalis
NA,0.12980268,Corynebacterium simulans
NA,0.129000518,Streptococcus pneumoniae
NA,0.127210045,Cutibacterium acnes
NA,0.126898508,Corynebacterium simulans
NA,0.126475286,Corynebacterium simulans
NA,0.125776631,Haemophilus influenzae
NA,0.125430425,Moraxella catarrhalis
NA,0.125371037,Streptococcus mitis
NA,0.12455843,Prevotella melaninogenica
NA,0.123713578,Moraxella nonliquefaciens
NA,0.123660867,Streptococcus pneumoniae
NA,0.122902616,Moraxella catarrhalis
NA,0.121670291,Streptococcus pneumoniae
NA,0.120974563,Escherichia coli
NA,0.120513036,Moraxella catarrhalis
NA,0.120376218,Streptococcus pneumoniae
NA,0.11972793,Streptococcus pneumoniae
NA,0.119572656,Streptococcus pneumoniae
NA,0.119406693,Streptococcus pneumoniae
NA,0.119181903,Cutibacterium acnes
NA,0.119094658,Moraxella catarrhalis
NA,0.118431069,Prevotella nanceiensis
NA,0.118176847,Cutibacterium acnes
NA,0.117922877,Corynebacterium simulans
NA,0.117235396,Haemophilus influenzae
NA,0.117129332,Streptococcus pneumoniae
NA,0.116329943,Streptococcus pneumoniae
NA,0.115313464,Corynebacterium simulans
NA,0.115310301,Moraxella nonliquefaciens
NA,0.114595873,Streptococcus pneumoniae
NA,0.114044742,Moraxella catarrhalis
NA,0.113666589,Escherichia coli
NA,0.113478562,Corynebacterium simulans
NA,0.112689599,Corynebacterium simulans
NA,0.112256485,Escherichia coli
NA,0.111458586,Haemophilus influenzae
NA,0.111265586,Prevotella melaninogenica
NA,0.11112244,Cutibacterium acnes
NA,0.111095128,Prevotella nanceiensis
NA,0.111066336,Moraxella nonliquefaciens
NA,0.111055042,Cutibacterium acnes
NA,0.110786522,Cutibacterium acnes
NA,0.110673563,Cutibacterium acnes
NA,0.110564376,Streptococcus pneumoniae
NA,0.11052032,Haemophilus influenzae
NA,0.109847679,Moraxella catarrhalis
NA,0.108618692,Cutibacterium acnes
NA,0.108347522,Corynebacterium simulans
NA,0.107433805,Corynebacterium simulans
NA,0.107138559,Streptococcus pneumoniae
NA,0.106788003,Escherichia coli
NA,0.106330122,Corynebacterium simulans
NA,0.105068458,Corynebacterium simulans
NA,0.104631476,Corynebacterium simulans
NA,0.104411695,Corynebacterium simulans
NA,0.104076501,Cutibacterium acnes
NA,0.103135742,Escherichia coli
NA,0.102916521,Escherichia coli
NA,0.100930461,Corynebacterium simulans
NA,0.100688956,Corynebacterium simulans
NA,0.100673178,Cutibacterium acnes
NA,0.100430191,Streptococcus pneumoniae
NA,0.100281584,Haemophilus influenzae
NA,0.099801285,Cutibacterium acnes
NA,0.099596974,Corynebacterium simulans
NA,0.098901062,Streptococcus pneumoniae
NA,0.098408024,Streptococcus pneumoniae
NA,0.0980098,Streptococcus pneumoniae
NA,0.09644563,Corynebacterium simulans
NA,0.096417568,Escherichia coli
NA,0.095164827,Moraxella nonliquefaciens
NA,0.094236724,Prevotella melaninogenica
NA,0.093931176,Cutibacterium acnes
NA,0.09333416,Haemophilus influenzae
NA,0.092949357,Prevotella melaninogenica
NA,0.092739715,Streptococcus pneumoniae
NA,0.092519825,Escherichia coli
NA,0.09243151,Cutibacterium acnes
NA,0.092011304,Streptococcus pneumoniae
NA,0.091897827,Streptococcus mitis
NA,0.091870742,Corynebacterium simulans
NA,0.091842956,Escherichia coli
NA,0.091628864,Cutibacterium acnes
NA,0.090796006,Cutibacterium acnes
NA,0.090521033,Cutibacterium acnes
NA,0.090391968,Moraxella catarrhalis
NA,0.089852653,Corynebacterium simulans
NA,0.089782531,Moraxella nonliquefaciens
NA,0.089752384,Streptococcus pneumoniae
NA,0.0897334,Haemophilus influenzae
NA,0.089316454,Escherichia coli
NA,0.08898104,Streptococcus pneumoniae
NA,0.088755557,Corynebacterium simulans
NA,0.088137657,Streptococcus pneumoniae
NA,0.087780972,Haemophilus influenzae
NA,0.087702324,Streptococcus pneumoniae
NA,0.087616112,Corynebacterium simulans
NA,0.087325852,Prevotella melaninogenica
NA,0.087229809,Cutibacterium acnes
NA,0.08711771,Corynebacterium simulans
NA,0.087091343,Streptococcus pneumoniae
NA,0.087057449,Corynebacterium simulans
NA,0.087054245,Moraxella catarrhalis
NA,0.086553129,Haemophilus influenzae
NA,0.086150214,Escherichia coli
NA,0.085636289,Moraxella nonliquefaciens
NA,0.085539552,Cutibacterium acnes
NA,0.085352943,Cutibacterium acnes
NA,0.085204171,Streptococcus pneumoniae
NA,0.085096045,Escherichia coli
NA,0.084944716,Moraxella catarrhalis
NA,0.084889204,Streptococcus pneumoniae
NA,0.084477486,Moraxella catarrhalis
NA,0.084182881,Escherichia coli
NA,0.084111385,Streptococcus pneumoniae
NA,0.083580832,Moraxella nonliquefaciens
NA,0.083320031,Cutibacterium acnes
NA,0.083148908,Corynebacterium simulans
NA,0.082915854,Streptococcus pneumoniae
NA,0.082693743,Corynebacterium simulans
NA,0.082443688,Prevotella nanceiensis
NA,0.08243262,Streptococcus pneumoniae
NA,0.081352118,Cutibacterium acnes
NA,0.081168734,Cutibacterium acnes
NA,0.080761473,Cutibacterium acnes
NA,0.080361,Cutibacterium acnes
NA,0.080172293,Moraxella catarrhalis
NA,0.079929172,Moraxella catarrhalis
NA,0.079807538,Streptococcus pneumoniae
NA,0.079057242,Moraxella nonliquefaciens
NA,0.078118036,Escherichia coli
NA,0.077060984,Streptococcus pneumoniae
NA,0.075700329,Cutibacterium acnes
NA,0.074568639,Moraxella catarrhalis
NA,0.074536624,Corynebacterium simulans
NA,0.074473293,Streptococcus pneumoniae
NA,0.074445371,Prevotella melaninogenica
NA,0.07360845,Cutibacterium acnes
NA,0.073601037,Escherichia coli
NA,0.073385811,Cutibacterium acnes
NA,0.073326327,Escherichia coli
NA,0.072880691,Moraxella nonliquefaciens
NA,0.071598655,Moraxella nonliquefaciens
NA,0.071509602,Cutibacterium acnes
NA,0.071373182,Corynebacterium simulans
NA,0.071304961,Escherichia coli
NA,0.071188759,Escherichia coli
NA,0.070943026,Cutibacterium acnes
NA,0.07060139,Moraxella nonliquefaciens
NA,0.070460735,Haemophilus influenzae
NA,0.069732272,Cutibacterium acnes
NA,0.069650138,Escherichia coli
NA,0.069272052,Corynebacterium simulans
NA,0.069241088,Moraxella catarrhalis
NA,0.06885681,Corynebacterium simulans
NA,0.06855504,Moraxella nonliquefaciens
NA,0.068425239,Cutibacterium acnes
NA,0.067966812,Corynebacterium simulans
NA,0.067736828,Moraxella catarrhalis
NA,0.06771431,Moraxella nonliquefaciens
NA,0.067584915,Cutibacterium acnes
NA,0.067554173,Corynebacterium simulans
NA,0.066871877,Streptococcus pneumoniae
NA,0.066826129,Corynebacterium simulans
NA,0.066298801,Escherichia coli
NA,0.066209003,Corynebacterium simulans
NA,0.065526209,Cutibacterium acnes
NA,0.065201298,Cutibacterium acnes
NA,0.0648392,Corynebacterium simulans
NA,0.064563448,Streptococcus mitis
NA,0.064359581,Haemophilus influenzae
NA,0.064131865,Cutibacterium acnes
NA,0.063597029,Prevotella melaninogenica
NA,0.06359001,Cutibacterium acnes
NA,0.063352052,Haemophilus influenzae
NA,0.062820248,Corynebacterium simulans
NA,0.062697288,Moraxella catarrhalis
NA,0.062335793,Escherichia coli
NA,0.062103383,Corynebacterium simulans
NA,0.061922486,Streptococcus pneumoniae
NA,0.061597672,Corynebacterium simulans
NA,0.061429532,Prevotella nanceiensis
NA,0.061365531,Corynebacterium simulans
NA,0.061218332,Cutibacterium acnes
NA,0.060949812,Escherichia coli
NA,0.060764898,Corynebacterium simulans
NA,0.060316984,Moraxella catarrhalis
NA,0.060187965,Escherichia coli
NA,0.060035756,Prevotella melaninogenica
NA,0.059956804,Corynebacterium simulans
NA,0.059703553,Escherichia coli
NA,0.059538713,Cutibacterium acnes
NA,0.059450749,Prevotella nanceiensis
NA,0.059424606,Haemophilus influenzae
NA,0.059424428,Corynebacterium simulans
NA,0.058972277,Streptococcus mitis
NA,0.058542142,Escherichia coli
NA,0.058216152,Streptococcus pneumoniae
NA,0.058080003,Moraxella catarrhalis
NA,0.057885067,Corynebacterium simulans
NA,0.057716591,Corynebacterium simulans
NA,0.056790892,Streptococcus pneumoniae
NA,0.056317575,Moraxella nonliquefaciens
NA,0.056139401,Cutibacterium acnes
NA,0.05613354,Corynebacterium simulans
NA,0.056125011,Corynebacterium simulans
NA,0.055802016,Escherichia coli
NA,0.055729594,Moraxella catarrhalis
NA,0.055657171,Streptococcus pneumoniae
NA,0.055480618,Moraxella nonliquefaciens
NA,0.054980989,Escherichia coli
NA,0.054898269,Escherichia coli
NA,0.05487254,Haemophilus influenzae
NA,0.054834941,Moraxella catarrhalis
NA,0.05461843,Moraxella catarrhalis
NA,0.054603376,Moraxella catarrhalis
NA,0.054591199,Escherichia coli
NA,0.054451622,Corynebacterium simulans
NA,0.054330547,Moraxella catarrhalis
NA,0.054296666,Corynebacterium simulans
NA,0.054259893,Escherichia coli
NA,0.054164771,Escherichia coli
NA,0.054079529,Moraxella catarrhalis
NA,0.053991555,Cutibacterium acnes
NA,0.053894851,Cutibacterium acnes
NA,0.053792238,Escherichia coli
NA,0.053545298,Streptococcus pneumoniae
NA,0.053499628,Moraxella nonliquefaciens
NA,0.053359412,Haemophilus influenzae
NA,0.053302192,Streptococcus pneumoniae
NA,0.053274317,Prevotella nanceiensis
NA,0.053015489,Corynebacterium simulans
NA,0.052907887,Haemophilus influenzae
NA,0.052608569,Streptococcus pneumoniae
NA,0.052294334,Streptococcus pneumoniae
NA,0.052280546,Prevotella melaninogenica
NA,0.051883038,Streptococcus pneumoniae
NA,0.051741631,Escherichia coli
NA,0.051406498,Moraxella catarrhalis
NA,0.051127015,Escherichia coli
NA,0.050741684,Moraxella catarrhalis
NA,0.050442255,Moraxella catarrhalis
